,job_title,adv_job_title,description_languages,description_tools,description_databases,description_softskills,description_experience,description_qualification
5841,data analyst,data analyst,['sql'],['oracle'],['oracle'],"['communication', 'system analysis']","['7 year', '5 year', '6 year', '6 year', '6 year']",[]
5842,clinical data analyst,data analyst,['sql'],[],[],"['management', 'management', 'management', 'communication', 'commitment', 'presentation', 'problem solving', 'written communication']","['2+ year', '2 year']",[]
5843,data analyst,data analyst,"['sql', 'python', 'r']","['excel', 'spark', 'looker', 'business intelligence']",[],"['customer', 'responsibility', 'customer', 'customer', 'kpi', 'discipline', 'customer', 'decision making', 'decision making']","['10 year', 'two year']",['bachelor']
5844,data analyst,data analyst,['sql'],['excel'],[],['responsibility'],"['3+ year', 'one year']","['bachelor', 'bachelor degree']"
5845,data analyst,data analyst,['sql'],"['excel', 'bi']",[],"['responsibility', 'management', 'management', 'analytics', 'analytics']","['3+ year', 'one year']","['bachelor', 'bachelor degree']"
5846,data system analyst,data analyst,"['r', 'sql', 'python']","['github', 'tableau', 'excel', 'excel']",[],"['organization', 'discipline', 'organization', 'communication', 'problem solving', 'critical thinking']",['five year'],"['bachelor', 'bachelor degree', 'master degree']"
5847,data analyst,data analyst,"['python', 'sql']",[],[],"['management', 'responsibility', 'analytics', 'problem solving']",[],['bachelor']
5848,senior data analyst,data analyst,"['c', 'sql', 'python']","['tableau', 'excel']",[],"['management', 'presentation', 'analytics', 'communication', 'analytics', 'computer science']",['3+ year'],['bachelor']
5849,data analyst college foundation reporting,data analyst,"['sql', 'sql', 'sql']","['tableau', 'tableau', 'tableau']","['sql server', 'microsoft sql server']","['commitment', 'organization', 'introspection', 'management', 'leadership', 'leadership', 'accuracy', 'teamwork', 'collaboration', 'communication', 'management', 'commitment', 'optimism', 'commitment', 'communication', 'problem solving', 'oral communication']",[],[]
5850,senior data analyst,data analyst,"['sql', 'python']","['tableau', 'excel']",[],"['analytics', 'analytics', 'accuracy', 'creativity', 'analytics', 'communication', 'collaboration', 'leadership', 'analytics', 'collaboration', 'communication', 'mining', 'decision making', 'decision making', 'data mining']",[],[]
5851,research data analyst,data analyst,['c'],['excel'],[],"['responsibility', 'responsibility', 'management', 'leadership', 'collaboration', 'organization', 'communication', 'management', 'management', 'communication', 'professionalism', 'diplomacy', 'management', 'project management']",[],"['bachelor', 'bachelor degree']"
5852,data analyst health,data analyst,['sql'],['excel'],[],"['responsibility', 'presentation', 'economics', 'mathematics', 'economics', 'analytics', 'management', 'communication', 'written communication']",['3 year'],"['bachelor', 'master degree']"
5853,operation data analyst,data analyst,"['sql', 'python', 'javascript']","['excel', 'bi', 'tableau', 'looker']",[],"['management', 'customer', 'analytics', 'responsibility', 'customer', 'mathematics', 'analytics', 'management', 'management', 'communication', 'project management']",['2 year'],[]
5854,data analyst,data analyst,['sql'],"['oracle', 'tableau']",['oracle'],"['communication', 'discipline', 'motivation', 'customer', 'logical', 'communication', 'communication', 'communication', 'management', 'system analysis', 'problem solving', 'data modeling', 'computer science']",[],"['bachelor', 'bachelor degree']"
5855,data analyst data analytics advanced analytics manager multiple position,data analyst,"['r', 'python', 'sql']","['tableau', 'bi', 'spotfire', 'power bi']",[],"['analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'mathematics', 'economics', 'mathematics', 'economics', 'analytics', 'analytics', 'economics', 'client service', 'computer science', 'computer science']","['5 year', '4 year', '4 year', '4 year', '2 year', '3 year', '3 year']","['bachelor', 'bachelor degree', 'master degree']"
5856,data analyst,data analyst,['sql'],"['sap', 'oracle', 'excel', 'tableau', 'qlikview', 'cognos']",['oracle'],"['organization', 'organization', 'flexibility', 'optimism', 'responsibility', 'discipline', 'communication']",['10 year'],"['bachelor', 'bachelor degree']"
5857,business data analyst seniordirector work remote,data analyst,"['sql', 'sql']","['spark', 'tableau', 'spark', 'tableau']","['hive', 'hive']","['analytics', 'responsibility', 'analytics', 'collaboration', 'responsibility', 'analytics', 'analytics', 'organization', 'leadership', 'analytics', 'analytics', 'collaboration', 'responsibility', 'organization', 'presentation', 'leadership', 'responsibility', 'planning', 'analytics', 'responsibility', 'decision making', 'business acumen', 'problem solving']","['7 year', '5 year', '10 year']","['bachelor', 'phd', 'bachelor', 'bachelor degree', 'bachelor degree']"
5858,market data service analyst,data analyst,[],['business intelligence'],[],"['organization', 'analytics', 'commitment', 'management', 'management', 'management', 'logical', 'communication', 'teamwork', 'written communication']","['4 year', '4 year']",['4 year degree']
5859,financial data analyst fpa accounting,data analyst,['sql'],"['github', 'tableau', 'bi', 'oracle']",['oracle'],"['organization', 'management', 'responsibility', 'accuracy', 'analytics', 'communication', 'management', 'planning', 'analytics', 'decision making', 'team work', 'problem solving']","['2+ year', '1+ year']",[]
5860,loan data analyst,data analyst,['sql'],"['tableau', 'tableau']",[],"['management', 'responsibility', 'analytics', 'analytics', 'analytics', 'management', 'communication', 'organization', 'client service', 'time management']",[],['bachelor']
5861,data policy analyst iv,data analyst,['stata'],[],[],"['communication', 'presentation', 'economics']","['two year', '1 year']",['bachelor']
5862,data analystremote,others,"['sql', 'sql']",[],[],"['communication', 'responsibility']",[],[]
5863,business data analyst,data analyst,"['sql', 'python', 'r']","['bi', 'tableau', 'excel', 'tableau']",[],"['analytics', 'leadership', 'analytics', 'leadership', 'planning', 'organization', 'customer', 'analytics', 'communication', 'customer', 'decision making']",['2+ year'],[]
5864,data analyst growth,data analyst,"['sql', 'python', 'c']","['tableau', 'excel']",[],"['analytics', 'communication', 'analytics', 'management', 'presentation', 'analytics', 'computer science']","['3+ year', '3 year']","['bachelor', 'bachelor degree']"
5865,data analyst,data analyst,"['r', 'python', 'sql']",[],[],"['customer', 'accuracy', 'customer', 'mathematics', 'communication', 'computer science', 'problem solving']",['4 year'],"['bachelor', 'bachelor degree']"
5866,data analyst,data analyst,"['sql', 'r', 'python', 'python', 'r']",['tableau'],[],"['communication', 'written communication']",['5+ year'],[]
5867,data analyst,data analyst,['sql'],"['excel', 'oracle', 'tableau', 'excel']",['oracle'],"['customer', 'commitment']",['3+ year'],[]
5868,senior data analyst member service,data analyst,"['sql', 'python', 'r']",[],[],"['management', 'responsibility', 'experimentation', 'economics', 'mathematics', 'analytics', 'analytics', 'experimentation', 'communication', 'decision making', 'decision making']",['5+ year'],[]
5869,data analyst,data analyst,['sql'],"['excel', 'excel']",[],"['responsibility', 'responsibility', 'presentation', 'communication', 'management', 'organization', 'organization', 'computer science', 'written communication']",['2 year'],['bachelor']
5870,senior data analyst,data analyst,"['sql', 'mysql', 'postgresql', 'python']","['looker', 'tableau']","['mysql', 'postgresql']","['analytics', 'analytics', 'analytics', 'customer', 'responsibility', 'analytics', 'communication', 'leadership', 'management', 'organization', 'decision making', 'computer science', 'problem solving']",['4+ year'],['bachelor']
5871,junior data analyst,data analyst,"['sql', 'xml', 'javascript']",['excel'],[],"['analytics', 'management', 'mining', 'accuracy', 'management', 'management', 'data mining', 'computer science', 'project management']",[],[]
5872,business data analyst,data analyst,[],[],[],"['management', 'communication', 'communication', 'customer', 'customer', 'planning', 'data modeling', 'verbal communication']",[],[]
5873,sr data analyst twitter service tech,data analyst,"['sql', 'r', 'python']",['data studio'],[],"['organization', 'customer', 'customer', 'communication', 'customer service']",[],[]
5874,data analyst,data analyst,[],[],[],"['management', 'communication', 'management', 'management', 'management', 'commitment']",[],"['bachelor', 'bachelor degree']"
5875,data analyst,data analyst,"['c++', 'java', 'python', 'r']",[],[],"['customer', 'customer', 'collaboration', 'mining', 'mathematics', 'discipline', 'data mining', 'electrical engineering', 'computer science']",['3+ year'],"['bachelor', 'phd']"
5876,data analyst,data analyst,['sql'],"['oracle', 'excel', 'tableau']","['oracle', 'sql server']","['presentation', 'presentation', 'management', 'reliability', 'accuracy', 'communication', 'organization', 'management', 'management']","['5+ year', '3 year']",[]
5877,senior data analyst,data analyst,"['sql', 'python', 'r', 'shell']","['tableau', 'looker', 'bi', 'excel', 'power bi', 'data studio']","['aws', 'redshift']","['accuracy', 'customer', 'prioritizing', 'customer', 'mathematics', 'analytics', 'commitment', 'team building', 'computer science']",['3+ year'],"['bachelor', 'master degree']"
5878,web data analyst,data analyst,['sql'],[],[],['computer science'],"['5+ year', '5 year']",['bachelor']
5879,data analyst appzdahy,data analyst,[],[],[],"['analytics', 'customer', 'customer', 'analytics', 'analytics', 'analytics', 'organization', 'responsibility', 'customer', 'customer', 'customer', 'analytics']",['3+ year'],[]
5880,data analyst data analytics advanced analytics manager multiple position,data analyst,"['r', 'python', 'sql']","['tableau', 'bi', 'spotfire', 'power bi']",[],"['analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'mathematics', 'economics', 'mathematics', 'economics', 'analytics', 'analytics', 'economics', 'client service', 'computer science', 'computer science']","['5 year', '4 year', '4 year', '4 year', '2 year', '3 year', '3 year']",['master degree']
5881,data scientist analyst,data science analyst,['sql'],"['excel', 'oracle', 'tableau', 'excel', 'analytics cloud']",['oracle'],"['analytics', 'customer']",['3+ year'],[]
5882,finance data analyst,data analyst,['sql'],"['excel', 'excel', 'bi', 'microsoft excel']",[],"['management', 'responsibility', 'customer', 'management', 'organization', 'management', 'mining', 'management', 'responsibility', 'planning', 'logical', 'management', 'logical', 'accuracy', 'management', 'planning', 'communication', 'data mining', 'computer science', 'work ethic', 'problem solving', 'decision making', 'problem solving', 'project management']","['2+ year', '2+ year']","['bachelor', 'bachelor degree']"
5883,business data analyst,data analyst,"['sql', 'python', 'r']","['bi', 'tableau', 'excel', 'tableau']",[],"['analytics', 'leadership', 'analytics', 'leadership', 'planning', 'organization', 'customer', 'analytics', 'communication', 'customer', 'decision making']",['2+ year'],[]
5884,data quality analyst,data analyst,[],[],[],['management'],"['3 year', '3+ year']",[]
5885,data analyst san francisco ca va fulltime,data analyst,['sql'],"['tableau', 'oracle', 'tableau']",['oracle'],"['organization', 'customer', 'communication', 'management', 'communication', 'discipline', 'motivation', 'customer', 'logical', 'communication', 'communication', 'management', 'problem solving', 'written communication', 'problem solving', 'system analysis', 'problem solving', 'data modeling', 'computer science']",[],[]
5886,data analyst,data analyst,"['python', 'r', 'python', 'sql', 'sql', 'python', 'sql', 'sql']","['tableau', 'looker', 'tableau', 'spark', 'tableau']","['hive', 'hive', 'cassandra', 'hive']","['presentation', 'leadership', 'responsibility', 'analytics', 'analytics', 'responsibility', 'accuracy', 'management', 'analytics', 'management', 'analytics', 'mining', 'computer science', 'data mining']","['2+ year', '1+ year', '1+ year', '2+ year']","['bachelor', 'bachelor degree', 'master degree']"
5887,data analyst,data analyst,"['r', 'stata', 'sql']",[],[],"['organization', 'accuracy', 'presentation', 'presentation', 'creativity', 'analytics', 'critical thinking', 'problem solving']",['6 year'],[]
5888,hr data analyst,data analyst,[],"['tableau', 'looker', 'looker', 'tableau', 'excel', 'microsoft excel']",[],"['flexibility', 'organization', 'organization', 'analytics', 'accuracy', 'organization', 'accuracy', 'responsibility', 'leadership', 'storytelling', 'organization', 'accuracy', 'confidence', 'analytics', 'communication', 'storytelling', 'organization', 'innovation', 'team building', 'business acumen']",[],[]
5889,scientific data manager analyst,data analyst,"['sql', 'r', 'python', 'javascript']",['panda'],['aws'],"['management', 'organization', 'management', 'organization', 'management', 'discipline', 'discipline', 'organization', 'data modeling', 'project management']",[],[]
5890,senior data analyst finance platform analytics,data analyst,"['sql', 'r', 'python']","['tableau', 'business intelligence']",[],"['planning', 'leadership', 'communication', 'customer', 'kpis', 'customer', 'experimentation', 'kpi', 'analytics', 'team work']",[],"['bachelor', 'bachelor degree']"
5891,data analyst,data analyst,"['sql', 'sql', 'r']","['excel', 'tableau', 'qlik']",[],"['analytics', 'analytics', 'data modeling', 'problem solving', 'data modeling']","['4 year', '4 year']",['bachelor']
5892,business data analyst,data analyst,[],[],[],"['management', 'communication', 'communication', 'data modeling', 'verbal communication']",[],[]
5893,product compliance data analyst,data analyst,"['r', 'python']",['looker'],[],"['organization', 'customer', 'coordination', 'analytics', 'mathematics', 'economics', 'leadership', 'presentation', 'communication', 'management', 'mining', 'computer science', 'data mining']","['two year', '6+ year']",[]
5894,data policy analyst statistical programmer,data analyst,['stata'],[],[],"['communication', 'management', 'written communication', 'project management', 'critical thinking', 'problem solving']",[],"['bachelor', 'master degree']"
5895,principal data analyst,data analyst,"['r', 'python', 'sql', 'python', 'c']","['mode', 'mode', 'tableau', 'looker']",[],"['customer', 'experimentation', 'analytics', 'curiosity', 'organization', 'mathematics', 'communication']",['5+ year'],['bachelor']
5896,data analyst,data analyst,[],[],[],"['responsibility', 'customer', 'leadership', 'communication', 'customer', 'computer science']",['3+ year'],"['bachelor', 'phd', 'bachelor degree']"
5897,data analyst,data analyst,['sql'],['excel'],[],"['mining', 'presentation', 'communication', 'computer science', 'system analysis', 'technical writing', 'written communication']",['6 year'],"['bachelor', 'bachelor degree']"
5898,master data analyst – sap mdg platform,data analyst,[],"['sap', 'sap', 'sap', 'sap', 'sap']",[],"['management', 'customer', 'customer', 'management', 'management', 'management', 'customer', 'responsibility', 'customer', 'management', 'management', 'planning', 'leadership', 'computer science']","['3+ year', '3 year']",[]
5899,data system analyst,data analyst,"['r', 'python']","['excel', 'tableau']",[],"['analytics', 'organization', 'responsibility', 'management', 'management', 'analytics', 'responsibility', 'responsibility', 'management', 'organization', 'management', 'planning', 'organization', 'presentation', 'management', 'professionalism', 'planning', 'organization', 'commitment', 'commitment', 'responsibility', 'communication', 'management', 'communication', 'leadership', 'project management', 'project management']",['3+ year'],['ba degree']
5900,data analyst,data analyst,"['sql', 'sql', 'sql', 'sql', 'python']",['spark'],"['hive', 'aws', 'redshift', 'hive', 'hive']","['responsibility', 'customer', 'management', 'team work']","['2+ year', '1+ year', '2+ year']",[]
5901,csv data validation analyst,data analyst,[],[],[],"['responsibility', 'management', 'management', 'management', 'communication', 'discipline', 'technical writing', 'computer science']",['5 year'],[]
5902,senior data fraud analyst,data analyst,[],[],[],"['creativity', 'customer', 'customer', 'customer', 'management', 'communication']",[],[]
5903,data reporting analyst,data analyst,"['sql', 'sql', 'sql']","['excel', 'excel']",[],"['responsibility', 'organization', 'communication', 'responsibility', 'computer science', 'written communication']","['3 year', '1 year', '3 year']","['bachelor', 'bachelor']"
5904,upstart data analyst,data analyst,"['sql', 'sql', 'python', 'r']","['bi', 'looker', 'panda', 'bi', 'looker', 'tableau']","['aws', 'redshift', 'redshift', 'amazon redshift']","['analytics', 'analytics', 'accuracy', 'analytics', 'accuracy', 'accuracy', 'responsibility', 'economics', 'analytics', 'analytics', 'communication', 'presentation', 'data modeling', 'computer science', 'decision making']","['3+ year', '3+ year']",[]
5905,position lead data analyst teradata oracle hadoop,data analyst,[],['oracle'],['oracle'],"['communication', 'system analysis', 'problem solving', 'data modeling']",[],[]
5906,data analyst transaction monitoring,data analyst,"['python', 'r', 'sql']",['tableau'],[],"['mathematics', 'analytics', 'management', 'computer science', 'project management']","['3+ year', '2+ year', '2+ year', '2+ year', '2+ year', '2+ year']",['bachelor']
5907,fleet optimization data analyst solar storage,data analyst,"['mysql', 'r', 'python']","['spark', 'tableau']","['hive', 'aws', 'mysql']","['customer', 'customer', 'networking', 'mining', 'organization', 'accuracy', 'mathematics', 'analytics', 'communication', 'team building', 'computer science', 'data cleaning', 'verbal communication']",['2+ year'],[]
5908,big data analyst,data analyst,[],[],[],"['customer', 'leadership', 'communication', 'customer', 'computer science']",['3+ year'],"['bachelor', 'phd', 'bachelor degree']"
5909,business data analyst,data analyst,[],[],[],"['management', 'communication', 'communication', 'customer', 'customer', 'planning', 'data modeling', 'verbal communication']",[],[]
5910,data analyst,data analyst,['sql'],['oracle'],"['oracle', 'sql server']","['management', 'communication', 'customer', 'customer', 'customer', 'management', 'computer science', 'system analysis', 'work ethic', 'time management']",['5+ year'],"['bachelor', 'bachelor degree']"
5911,data analyst,data analyst,"['sql', 'xml', 'javascript']",['excel'],[],"['analytics', 'management', 'mining', 'accuracy', 'management', 'management', 'data mining', 'computer science', 'project management']",[],[]
5912,senior lead data analytics analyst,data analyst,['sql'],[],[],"['customer', 'analytics', 'planning', 'analytics', 'management', 'management', 'management', 'analytics', 'management', 'management', 'analytics', 'logical', 'presentation', 'responsibility', 'management', 'management', 'management', 'organization', 'management', 'management', 'communication', 'management', 'leadership', 'project management', 'written communication']",[],['bachelor']
5913,data analyst w tealium remote work,data analyst,[],"['google analytics', 'google analytics']",[],"['analytics', 'analytics', 'analytics', 'analytics', 'customer', 'analytics', 'kpi']",[],[]
5914,data analyst,data analyst,"['cobol', 'sql']",['excel'],[],"['management', 'leadership', 'economics', 'mathematics', 'management', 'communication', 'management', 'management', 'decision making', 'project management', 'critical thinking']","['3 year', '3 year', '4 year']","['bachelor', 'bachelor degree', 'master degree']"
5915,business data analyst excel tableau remote phoenix minneapolis de moines,data analyst,[],"['excel', 'bi', 'tableau']",[],[],[],[]
5916,business data analyst seniordirector,data analyst,"['sql', 'sql']","['tableau', 'spark', 'tableau']",['hive'],"['analytics', 'analytics', 'analytics', 'organization', 'leadership', 'analytics', 'responsibility', 'planning', 'analytics', 'responsibility', 'system analysis']","['7 year', '5 year', '10 year']","['bachelor', 'phd', 'bachelor', 'bachelor degree', 'bachelor degree']"
5917,senior data analyst,data analyst,"['sql', 'python', 'r', 'shell']","['tableau', 'looker', 'bi', 'excel', 'power bi', 'data studio']","['aws', 'redshift']","['customer', 'responsibility', 'accuracy', 'customer', 'prioritizing', 'customer', 'mathematics', 'analytics', 'commitment', 'team building', 'computer science']",['3+ year'],['bachelor']
5918,senior data analyst user growth,data analyst,"['c', 'sql', 'python']","['tableau', 'excel']",[],"['management', 'presentation', 'analytics', 'communication', 'analytics', 'computer science']",['3+ year'],"['bachelor', 'bachelor degree']"
5919,senior data analyst,data analyst,"['sql', 'python', 'r', 'sql', 'python', 'r']",['excel'],[],"['management', 'analytics', 'analytics', 'communication', 'empathy', 'analytics', 'analytics', 'coordination']",['4+ year'],[]
5920,senior compliance data analyst cash app,data analyst,"['sql', 'python']",['looker'],[],"['analytics', 'mathematics', 'economics', 'presentation', 'communication', 'management', 'mining', 'coordination', 'computer science', 'data mining']",['6+ year'],[]
5921,data analyst,data analyst,['sql'],[],[],"['responsibility', 'management', 'responsibility', 'customer', 'management', 'logical', 'management', 'management', 'communication', 'computer science', 'oral communication', 'problem solving']",['10 year'],"['bachelor', 'bachelor degree']"
5922,procurement data analyst,data analyst,['sql'],"['sap', 'sap', 'excel', 'tableau']",[],"['analytics', 'management', 'responsibility', 'analytics', 'analytics', 'discipline', 'management', 'organization', 'presentation', 'logical', 'customer', 'problem solving', 'time management']",['3+ year'],"['bachelor', 'bachelor degree']"
5923,master data management mdm business system analyst,data analyst,[],"['qlikview', 'business intelligence', 'business intelligence']",[],"['analytics', 'management', 'customer', 'management', 'customer', 'communication', 'motivation', 'flexibility', 'management', 'time management']",[],[]
5924,sr data analyst risk analysis,data analyst,"['sql', 'python', 'r', 'sql']","['excel', 'tableau', 'looker', 'business intelligence']",['aws'],"['customer', 'analytics', 'customer', 'analytics', 'teamwork', 'mining', 'computer science']",['5 year'],[]
5925,lead data analyst product,data analyst,"['python', 'sql']","['looker', 'tableau', 'excel']","['azure', 'aws', 'redshift']","['analytics', 'analytics', 'organization', 'innovation', 'organization']",['4+ year'],[]
5926,lead data analyst,data analyst,['sql'],"['oracle', 'tableau']",['oracle'],"['communication', 'leadership', 'management', 'communication', 'discipline', 'motivation', 'customer', 'logical', 'communication', 'communication', 'communication', 'management', 'verbal communication', 'system analysis', 'problem solving', 'data modeling', 'computer science']",[],"['bachelor', 'bachelor degree']"
5927,salesforce administrator data analyst,data analyst,[],[],[],"['collaboration', 'organization', 'communication', 'planning', 'management', 'organization', 'management', 'presentation', 'management', 'customer', 'communication', 'mentorship', 'project management', 'positive attitude', 'problem solving', 'customer service', 'written communication']",['two year'],['bachelor']
5928,alert businessdata analyst,data analyst,[],"['excel', 'microsoft excel']",[],"['customer', 'customer', 'management', 'responsibility', 'communication', 'communication', 'customer', 'communication', 'analytics', 'communication', 'communication', 'management', 'management', 'management', 'team work', 'oral communication', 'project management']",['6+ year'],[]
5929,senior business data analyst,data analyst,[],"['mode', 'excel']",[],"['communication', 'leadership', 'responsibility', 'responsibility', 'management', 'organization', 'responsibility', 'management', 'planning', 'analytics', 'analytics', 'analytics', 'kpis', 'analytics', 'responsibility', 'leadership', 'analytics', 'analytics', 'analytics', 'mining', 'decision making', 'problem solving', 'data mining', 'data modeling']","['4+ year', '4+ year']","['bachelor', 'bachelor degree']"
5930,bi developer data analyst,data analyst,['sql'],"['excel', 'oracle', 'tableau', 'excel']",['oracle'],[],['3+ year'],[]
5931,biological data analyst remote,data analyst,"['r', 'shell']",[],[],"['organization', 'innovation', 'mathematics', 'computer science', 'data modeling']",[],[]
5932,data system analyst u,data analyst,[],['tableau'],[],"['communication', 'management', 'management', 'planning', 'analytics', 'management', 'planning', 'planning', 'accuracy', 'responsibility', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'management', 'logical', 'management', 'logical', 'logical', 'communication', 'project management', 'project management', 'project management', 'project management', 'project management', 'project management', 'critical thinking', 'oral communication']",[],"['bachelor', 'bachelor degree']"
5933,sr business data analyst,data analyst,['sql'],[],[],"['planning', 'analytics', 'responsibility', 'management', 'management', 'organization', 'communication', 'analytics', 'oral communication']","['5+ year', '3+ year']",[]
5934,business data analyst seniordirector,data analyst,['sql'],"['spark', 'tableau']",['hive'],"['analytics', 'analytics', 'organization', 'leadership', 'analytics', 'analytics', 'collaboration', 'responsibility', 'organization', 'presentation', 'leadership', 'responsibility', 'planning', 'analytics', 'responsibility', 'decision making', 'business acumen', 'problem solving']","['7 year', '5 year', '10 year']","['bachelor', 'phd', 'bachelor', 'bachelor degree', 'bachelor degree']"
5935,lead data analyst bivisualizations,data analyst,"['sql', 'sql']","['bi', 'looker', 'looker', 'bi', 'looker', 'looker', 'tableau', 'bi', 'business intelligence']",[],"['management', 'organization', 'responsibility', 'analytics', 'analytics', 'organization', 'organization']",['5+ year'],[]
5936,lead data analyst bivisualizations,data analyst,"['sql', 'sql']","['bi', 'looker', 'looker', 'bi', 'looker', 'looker', 'tableau', 'bi', 'business intelligence']",[],"['management', 'organization', 'analytics', 'analytics', 'organization', 'organization']",['5+ year'],[]
5937,epic clarity data analyst,data analyst,[],"['excel', 'business intelligence']",[],"['management', 'management', 'management', 'mining', 'coordination', 'communication', 'communication', 'customer', 'responsibility', 'management', 'discipline', 'data mining', 'oral communication', 'decision making', 'problem solving']",['2 year'],"['bachelor', 'bachelor degree']"
5938,senior data analyst,data analyst,['sql'],"['excel', 'tableau', 'looker', 'business intelligence']",[],"['responsibility', 'prioritizing', 'organization', 'analytics', 'collaboration', 'teamwork', 'communication', 'organization', 'decision making']",['8 year'],[]
5939,senior health data analyst,data analyst,"['python', 'sql']",['tableau'],[],"['analytics', 'analytics', 'management', 'analytics', 'customer', 'planning']","['3+ year', '2+ year', '10 year']",[]
5940,business data analyst seniordirector,data analyst,"['sql', 'sql']","['spark', 'tableau', 'spark', 'tableau']","['hive', 'hive']","['analytics', 'analytics', 'organization', 'leadership', 'analytics', 'analytics', 'collaboration', 'responsibility', 'organization', 'presentation', 'leadership', 'responsibility', 'planning', 'analytics', 'responsibility', 'decision making', 'business acumen', 'problem solving']","['7 year', '5 year', '10 year']","['bachelor', 'phd', 'bachelor', 'bachelor degree', 'bachelor degree']"
5941,sale finance data analyst,data analyst,['sql'],"['excel', 'excel', 'bi', 'microsoft excel']",[],"['management', 'responsibility', 'customer', 'management', 'organization', 'management', 'mining', 'management', 'responsibility', 'planning', 'logical', 'management', 'logical', 'accuracy', 'management', 'planning', 'communication', 'data mining', 'computer science', 'work ethic', 'problem solving', 'decision making', 'problem solving', 'project management']","['2+ year', '2+ year']",['bachelor']
5942,senior business technology analyst mdm data management san francisco area ca,data analyst,[],['business intelligence'],[],"['customer', 'customer', 'analytics', 'organization', 'customer', 'analytics', 'management', 'organization', 'responsibility', 'management', 'discipline', 'management', 'management', 'analytics', 'management', 'communication', 'organization', 'planning', 'leadership', 'presentation', 'leadership', 'communication', 'computer science', 'written communication', 'written communication', 'problem solving']",['6 year'],"['bachelor', 'master degree']"
5943,data integrity analyst,data analyst,[],['tableau'],[],"['management', 'logical', 'presentation', 'analytics']",[],[]
5944,business data analyst sfo ca,data analyst,[],[],[],"['management', 'communication', 'communication', 'customer', 'customer', 'planning', 'data modeling', 'verbal communication']",[],[]
5945,business data analyst data standard migration,data analyst,[],[],[],"['management', 'communication', 'communication', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'verbal communication']",[],[]
5946,senior data analyst,data analyst,"['r', 'python', 'sql']",[],[],"['customer', 'accuracy', 'customer', 'responsibility', 'mathematics', 'communication', 'computer science', 'problem solving']",['4 year'],"['bachelor', 'bachelor degree']"
5947,bi data analyst business analyst,data analyst,['sql'],"['bi', 'oracle', 'business intelligence']",['oracle'],"['customer', 'computer science']",['6+ year'],[]
5948,senior product data analyst,data analyst,"['sql', 'python', 'r']","['bi', 'tableau', 'looker', 'google analytics']",[],"['analytics', 'customer', 'organization', 'responsibility', 'analytics', 'leadership', 'kpi', 'customer', 'customer', 'analytics', 'business acumen']",['5+ year'],"['bachelor', 'master degree']"
5949,senior business data analyst growth strategy,data analyst,['sql'],"['tableau', 'business intelligence']",[],"['analytics', 'management', 'planning', 'planning', 'collaboration', 'management', 'management', 'planning', 'planning', 'planning', 'communication', 'economics', 'mathematics', 'presentation', 'innovation', 'customer', 'project management', 'project management']",['4 year'],"['bachelor', 'bachelor degree']"
5950,senior product data analyst,data analyst,"['sql', 'python', 'r']","['bi', 'tableau', 'looker', 'google analytics']",[],"['analytics', 'customer', 'organization', 'responsibility', 'analytics', 'leadership', 'kpi', 'customer', 'customer', 'analytics', 'business acumen']",['5+ year'],"['bachelor', 'master degree']"
5951,data analyst junior,data analyst,"['sql', 'xml', 'javascript']",['excel'],[],"['analytics', 'management', 'mining', 'accuracy', 'management', 'management', 'data mining', 'computer science', 'project management']",[],[]
5952,job opportunity cognizant data analyst sfo ca no opt no cpt,data analyst,['sql'],"['mode', 'excel', 'tableau']",[],"['presentation', 'presentation', 'management', 'reliability', 'accuracy', 'communication']",['5+ year'],[]
5953,senior data analyst,data analyst,"['sql', 'sql']","['bi', 'tableau', 'tableau', 'excel', 'bi', 'tableau', 'looker', 'domo', 'business intelligence']",[],"['analytics', 'organization', 'management', 'analytics', 'mining', 'curiosity', 'data mining', 'computer science']",['3+ year'],[]
5954,sr data analyst,data analyst,"['sql', 'sql', 'python']",[],['sql server'],"['responsibility', 'analytics', 'analytics', 'management', 'presentation', 'communication', 'analytics', 'accuracy', 'communication', 'flexibility', 'collaboration', 'adaptability', 'management', 'problem solving', 'positive attitude', 'problem solving']",[],[]
5955,senior business data analyst,data analyst,['sql'],[],[],"['planning', 'analytics', 'responsibility', 'management', 'organization', 'communication', 'analytics', 'oral communication']",['5+ year'],[]
5956,data analyst int,data analyst,"['sql', 'sql', 'sql']","['bi', 'bi', 'bi', 'tableau', 'bi', 'power bi']","['azure', 'azure', 'sql server']","['flexibility', 'responsibility']","['3+ year', '3+ year', '3+ year']",[]
5957,senior financial system analyst business intelligence data modeler,data analyst,['sql'],"['sap', 'oracle', 'cognos', 'oracle', 'excel', 'business intelligence', 'business intelligence', 'business intelligence', 'business intelligence']","['oracle', 'oracle']","['management', 'innovation', 'confidence', 'responsibility', 'customer', 'customer', 'customer', 'management', 'communication', 'organization', 'project management']",[],['bachelor']
